Travel Destination,Hotel Link,Hotel Best Deal,Flight Link,Flight Best Deal
Koggala,https://www.tripadvisor.co.id/Hotels-g1189030-Koggala_Galle_District_Southern_Province-Hotels.html,Rp 2.100.915,https://www.tripadvisor.co.id/Flights-g1189030-Koggala_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Kalpitiya,https://www.tripadvisor.co.id/Hotels-g1404719-Kalpitiya_North_Western_Province-Hotels.html,Rp 369.687,https://www.tripadvisor.co.id/Flights-g1404719-Kalpitiya_North_Western_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Ahangama,https://www.tripadvisor.co.id/Hotels-g674590-Ahangama_Galle_District_Southern_Province-Hotels.html,Rp 2.238.800,https://www.tripadvisor.co.id/Flights-g674590-Ahangama_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Nilaveli,https://www.tripadvisor.co.id/Hotels-g2424710-Nilaveli_Eastern_Province-Hotels.html,Rp 1.196.638,https://www.tripadvisor.co.id/Flights-g2424710-Nilaveli_Eastern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Wadduwa,https://www.tripadvisor.co.id/Hotels-g499081-Wadduwa_Western_Province-Hotels.html,Rp 2.235.065,https://www.tripadvisor.co.id/Flights-g499081-Wadduwa_Western_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Weligama,https://www.tripadvisor.co.id/Hotels-g612380-Weligama_Matara_Southern_Province-Hotels.html,Rp 976.796,https://www.tripadvisor.co.id/Flights-g612380-Weligama_Matara_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Jaffna,https://www.tripadvisor.co.id/Hotels-g304135-Jaffna_Northern_Province-Hotels.html,Rp 261.781,https://www.tripadvisor.co.id/Flights-g304135-Jaffna_Northern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Tissamaharama,https://www.tripadvisor.co.id/Hotels-g1102395-Tissamaharama_Southern_Province-Hotels.html,Rp 434.524,https://www.tripadvisor.co.id/Flights-g1102395-Tissamaharama_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Beruwala,https://www.tripadvisor.co.id/Hotels-g1189172-Beruwala_Western_Province-Hotels.html,Rp 872.790,https://www.tripadvisor.co.id/Flights-g1189172-Beruwala_Western_Province-Cheap_Discount_Airfares.html,
Waikkal,https://www.tripadvisor.co.id/Hotels-g499080-Waikkal_Central_Province-Hotels.html,Rp 1.144.755,https://www.tripadvisor.co.id/Flights-g499080-Waikkal_Central_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Habarana,https://www.tripadvisor.co.id/Hotels-g665220-Habarana_North_Central_Province-Hotels.html,Rp 961.642,https://www.tripadvisor.co.id/Flights-g665220-Habarana_North_Central_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Ahungalla,https://www.tripadvisor.co.id/Hotels-g608521-Ahungalla_Galle_District_Southern_Province-Hotels.html,Rp 3.390.857,https://www.tripadvisor.co.id/Flights-g608521-Ahungalla_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Arugam Bay,https://www.tripadvisor.co.id/Hotels-g3348959-Arugam_Bay_Eastern_Province-Hotels.html,Rp 2.136.323,https://www.tripadvisor.co.id/Flights-g3348959-Arugam_Bay_Eastern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Kalkudah,https://www.tripadvisor.co.id/Hotels-g2193270-Kalkudah_Eastern_Province-Hotels.html,Rp 3.813.085,https://www.tripadvisor.co.id/Flights-g2193270-Kalkudah_Eastern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Pottuvil,https://www.tripadvisor.co.id/Hotels-g608525-Pottuvil_Arugam_Bay_Eastern_Province-Hotels.html,Rp 3.520.044,https://www.tripadvisor.co.id/Flights-g608525-Pottuvil_Arugam_Bay_Eastern_Province-Cheap_Discount_Airfares.html,
Dikwella,https://www.tripadvisor.co.id/Hotels-g644046-Dikwella_Southern_Province-Hotels.html,Rp 1.777.800,https://www.tripadvisor.co.id/Flights-g644046-Dikwella_Southern_Province-Cheap_Discount_Airfares.html,
Hatton,https://www.tripadvisor.co.id/Hotels-g612383-Hatton_Central_Province-Hotels.html,Rp 3.909.382,https://www.tripadvisor.co.id/Flights-g612383-Hatton_Central_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Ambalangoda,https://www.tripadvisor.co.id/Hotels-g612378-Ambalangoda_Galle_District_Southern_Province-Hotels.html,Rp 377.042,https://www.tripadvisor.co.id/Flights-g612378-Ambalangoda_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Marawila,https://www.tripadvisor.co.id/Hotels-g612379-Marawila_North_Western_Province-Hotels.html,Rp 1.066.680,https://www.tripadvisor.co.id/Flights-g612379-Marawila_North_Western_Province-Cheap_Discount_Airfares.html,
Hambantota,https://www.tripadvisor.co.id/Hotels-g1027209-Hambantota_Tangalle_Southern_Province-Hotels.html,Rp 1.481.500,https://www.tripadvisor.co.id/Flights-g1027209-Hambantota_Tangalle_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Haputale,https://www.tripadvisor.co.id/Hotels-g1073495-Haputale_Uva_Province-Hotels.html,Rp 144.281,https://www.tripadvisor.co.id/Flights-g1073495-Haputale_Uva_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Balapitiya,https://www.tripadvisor.co.id/Hotels-g940979-Balapitiya_Southern_Province-Hotels.html,Rp 4.918.580,https://www.tripadvisor.co.id/Flights-g940979-Balapitiya_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Panadura,https://www.tripadvisor.co.id/Hotels-g1097569-Panadura_Western_Province-Hotels.html,Rp 1.544.612,https://www.tripadvisor.co.id/Flights-g1097569-Panadura_Western_Province-Cheap_Discount_Airfares.html,
Central Province,https://www.tripadvisor.co.id/Hotels-g2467830-Central_Province-Hotels.html,Rp 2.082.100,https://www.tripadvisor.co.id/Flights-g2467830-Central_Province-Cheap_Discount_Airfares.html,
Matale,https://www.tripadvisor.co.id/Hotels-g1865780-Matale_Central_Province-Hotels.html,Rp 1.559.008,https://www.tripadvisor.co.id/Flights-g1865780-Matale_Central_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Palatupana,https://www.tripadvisor.co.id/Hotels-g3748686-Palatupana_Yala_National_Park-Hotels.html,Rp 12.018.965,https://www.tripadvisor.co.id/Flights-g3748686-Palatupana_Yala_National_Park-Cheap_Discount_Airfares.html,Rp 24.155.654
Southern Province,https://www.tripadvisor.co.id/Hotels-g2467810-Southern_Province-Hotels.html,Rp 976.796,https://www.tripadvisor.co.id/Flights-g2467810-Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Induruwa,https://www.tripadvisor.co.id/Hotels-g7152934-Induruwa_Galle_District_Southern_Province-Hotels.html,Rp 2.147.222,https://www.tripadvisor.co.id/Flights-g7152934-Induruwa_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Aluthgama,https://www.tripadvisor.co.id/Hotels-g612384-Aluthgama_Western_Province-Hotels.html,Rp 1.122.176,https://www.tripadvisor.co.id/Flights-g612384-Aluthgama_Western_Province-Cheap_Discount_Airfares.html,
Elkaduwa,https://www.tripadvisor.co.id/Hotels-g1193319-Elkaduwa_Central_Province-Hotels.html,Rp 346.686,https://www.tripadvisor.co.id/Flights-g1193319-Elkaduwa_Central_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Deniyaya,https://www.tripadvisor.co.id/Hotels-g1010261-Deniyaya_Southern_Province-Hotels.html,Rp 2.891.592,https://www.tripadvisor.co.id/Flights-g1010261-Deniyaya_Southern_Province-Cheap_Discount_Airfares.html,
Batticaloa,https://www.tripadvisor.co.id/Hotels-g806316-Batticaloa_Eastern_Province-Hotels.html,Rp 177.780,https://www.tripadvisor.co.id/Flights-g806316-Batticaloa_Eastern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Kosgoda,https://www.tripadvisor.co.id/Hotels-g499082-Kosgoda_Galle_District_Southern_Province-Hotels.html,Rp 1.481.500,https://www.tripadvisor.co.id/Flights-g499082-Kosgoda_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Kurunegala,https://www.tripadvisor.co.id/Hotels-g668534-Kurunegala_North_Western_Province-Hotels.html,Rp 1.151.580,https://www.tripadvisor.co.id/Flights-g668534-Kurunegala_North_Western_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Talpe,https://www.tripadvisor.co.id/Hotels-g3198032-Talpe_Galle_District_Southern_Province-Hotels.html,Rp 1.801.652,https://www.tripadvisor.co.id/Flights-g3198032-Talpe_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Mannar,https://www.tripadvisor.co.id/Hotels-g2435125-Mannar_Northern_Province-Hotels.html,Rp 1.648.982,https://www.tripadvisor.co.id/Flights-g2435125-Mannar_Northern_Province-Cheap_Discount_Airfares.html,Rp 24.155.654
Ratnapura,https://www.tripadvisor.co.id/Hotels-g2467853-Ratnapura_Sabaragamuwa_Province-Hotels.html,Rp 439.536,https://www.tripadvisor.co.id/Flights-g2467853-Ratnapura_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 11.640.100
Badulla,https://www.tripadvisor.co.id/Hotels-g1950222-Badulla_Uva_Province-Hotels.html,Rp 237.989,https://www.tripadvisor.co.id/Flights-g1950222-Badulla_Uva_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Talalla,https://www.tripadvisor.co.id/Hotels-g1937030-Talalla_Southern_Province-Hotels.html,Rp 271.855,https://www.tripadvisor.co.id/Flights-g1937030-Talalla_Southern_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Nallathanniya,https://www.tripadvisor.co.id/Hotels-g6700378-Nallathanniya_Central_Province-Hotels.html,Rp 228.937,https://www.tripadvisor.co.id/Flights-g6700378-Nallathanniya_Central_Province-Cheap_Discount_Airfares.html,
Western Province,https://www.tripadvisor.co.id/Hotels-g2467812-Western_Province-Hotels.html,Rp 1.933.757,https://www.tripadvisor.co.id/Flights-g2467812-Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Moratuwa,https://www.tripadvisor.co.id/Hotels-g1759915-Moratuwa_Western_Province-Hotels.html,Rp 4.466.722,https://www.tripadvisor.co.id/Flights-g1759915-Moratuwa_Western_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Katunayake,https://www.tripadvisor.co.id/Hotels-g1500185-Katunayake_Negombo_Western_Province-Hotels.html,,https://www.tripadvisor.co.id/Flights-g1500185-Katunayake_Negombo_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Avissawella,https://www.tripadvisor.co.id/Hotels-g3814834-Avissawella_Western_Province-Hotels.html,Rp 950.424,https://www.tripadvisor.co.id/Flights-g3814834-Avissawella_Western_Province-Cheap_Discount_Airfares.html,Rp 15.409.999
Piliyandala,https://www.tripadvisor.co.id/Hotels-g5496152-Piliyandala_Western_Province-Hotels.html,,https://www.tripadvisor.co.id/Flights-g5496152-Piliyandala_Western_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Galle District,https://www.tripadvisor.co.id/Hotels-g12364193-Galle_District_Southern_Province-Hotels.html,Rp 1.407.487,https://www.tripadvisor.co.id/Flights-g12364193-Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Waskaduwa,https://www.tripadvisor.co.id/Hotels-g12162863-Waskaduwa_Western_Province-Hotels.html,Rp 970.181,https://www.tripadvisor.co.id/Flights-g12162863-Waskaduwa_Western_Province-Cheap_Discount_Airfares.html,
Udawalawa,https://www.tripadvisor.co.id/Hotels-g3577009-Udawalawa_Sabaragamuwa_Province-Hotels.html,Rp 607.415,https://www.tripadvisor.co.id/Flights-g3577009-Udawalawa_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Kirinda,https://www.tripadvisor.co.id/Hotels-g674584-Kirinda_Southern_Province-Hotels.html,Rp 364.718,https://www.tripadvisor.co.id/Flights-g674584-Kirinda_Southern_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Bandarawela,https://www.tripadvisor.co.id/Hotels-g1051532-Bandarawela_Uva_Province-Hotels.html,Rp 888.939,https://www.tripadvisor.co.id/Flights-g1051532-Bandarawela_Uva_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Kitulgala,https://www.tripadvisor.co.id/Hotels-g608523-Kitulgala_Sabaragamuwa_Province-Hotels.html,Rp 446.229,https://www.tripadvisor.co.id/Flights-g608523-Kitulgala_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Rekawa,https://www.tripadvisor.co.id/Hotels-g2260795-Rekawa_Netolpitiya_Tangalle_Southern_Province-Hotels.html,Rp 3.183.003,https://www.tripadvisor.co.id/Flights-g2260795-Rekawa_Netolpitiya_Tangalle_Southern_Province-Cheap_Discount_Airfares.html,Rp 8.422.474
Kandy District,https://www.tripadvisor.co.id/Hotels-g12289092-Kandy_District_Central_Province-Hotels.html,Rp 1.185.200,https://www.tripadvisor.co.id/Flights-g12289092-Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Gampaha,https://www.tripadvisor.co.id/Hotels-g946552-Gampaha_Western_Province-Hotels.html,Rp 333.604,https://www.tripadvisor.co.id/Flights-g946552-Gampaha_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Thirappane,https://www.tripadvisor.co.id/Hotels-g2335977-Thirappane_North_Central_Province-Hotels.html,Rp 5.050.212,https://www.tripadvisor.co.id/Flights-g2335977-Thirappane_North_Central_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Sri Jayawardenepura,https://www.tripadvisor.co.id/Hotels-g665217-Sri_Jayawardenepura_Western_Province-Hotels.html,Rp 155.447,https://www.tripadvisor.co.id/Flights-g665217-Sri_Jayawardenepura_Western_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Eastern Province,https://www.tripadvisor.co.id/Hotels-g2628852-Eastern_Province-Hotels.html,Rp 2.381.744,https://www.tripadvisor.co.id/Flights-g2628852-Eastern_Province-Cheap_Discount_Airfares.html,Rp 19.067.432
Tennekumbura,https://www.tripadvisor.co.id/Hotels-g3801283-Tennekumbura_Kandy_District_Central_Province-Hotels.html,Rp 2.448.564,https://www.tripadvisor.co.id/Flights-g3801283-Tennekumbura_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Kamburugamuwa,https://www.tripadvisor.co.id/Hotels-g4481519-Kamburugamuwa_Southern_Province-Hotels.html,Rp 3.226.707,https://www.tripadvisor.co.id/Flights-g4481519-Kamburugamuwa_Southern_Province-Cheap_Discount_Airfares.html,Rp 5.951.455
Padukka,https://www.tripadvisor.co.id/Hotels-g4464183-Padukka_Western_Province-Hotels.html,Rp 866.716,https://www.tripadvisor.co.id/Flights-g4464183-Padukka_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Midigama,https://www.tripadvisor.co.id/Hotels-g2492996-Midigama_Matara_Southern_Province-Hotels.html,Rp 173.039,https://www.tripadvisor.co.id/Flights-g2492996-Midigama_Matara_Southern_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Moragalla,https://www.tripadvisor.co.id/Hotels-g4366271-Moragalla_Beruwala_Western_Province-Hotels.html,Rp 2.262.636,https://www.tripadvisor.co.id/Flights-g4366271-Moragalla_Beruwala_Western_Province-Cheap_Discount_Airfares.html,Rp 7.356.937
Ramboda,https://www.tripadvisor.co.id/Hotels-g3595970-Ramboda_Central_Province-Hotels.html,Rp 792.057,https://www.tripadvisor.co.id/Flights-g3595970-Ramboda_Central_Province-Cheap_Discount_Airfares.html,
Matugama,https://www.tripadvisor.co.id/Hotels-g3595862-Matugama_Western_Province-Hotels.html,Rp 278.034,https://www.tripadvisor.co.id/Flights-g3595862-Matugama_Western_Province-Cheap_Discount_Airfares.html,Rp 14.604.661
Ampara,https://www.tripadvisor.co.id/Hotels-g1815618-Ampara_Eastern_Province-Hotels.html,Rp 3.563.681,https://www.tripadvisor.co.id/Flights-g1815618-Ampara_Eastern_Province-Cheap_Discount_Airfares.html,Rp 24.132.424
Pinnawala,https://www.tripadvisor.co.id/Hotels-g304139-Pinnawala_Sabaragamuwa_Province-Hotels.html,Rp 244.448,https://www.tripadvisor.co.id/Flights-g304139-Pinnawala_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 11.343.099
Belihuloya,https://www.tripadvisor.co.id/Hotels-g1061125-Belihuloya_Sabaragamuwa_Province-Hotels.html,Rp 2.444.475,https://www.tripadvisor.co.id/Flights-g1061125-Belihuloya_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Seeduwa,https://www.tripadvisor.co.id/Hotels-g3736162-Seeduwa_Western_Province-Hotels.html,Rp 333.604,https://www.tripadvisor.co.id/Flights-g3736162-Seeduwa_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Ohiya,https://www.tripadvisor.co.id/Hotels-g2562188-Ohiya_Uva_Province-Hotels.html,,https://www.tripadvisor.co.id/Flights-g2562188-Ohiya_Uva_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Uswetakeiyawa,https://www.tripadvisor.co.id/Hotels-g1188993-Uswetakeiyawa_Western_Province-Hotels.html,Rp 741.491,https://www.tripadvisor.co.id/Flights-g1188993-Uswetakeiyawa_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Wattala,https://www.tripadvisor.co.id/Hotels-g1189028-Wattala_Western_Province-Hotels.html,Rp 538.673,https://www.tripadvisor.co.id/Flights-g1189028-Wattala_Western_Province-Cheap_Discount_Airfares.html,Rp 8.422.474
Digana,https://www.tripadvisor.co.id/Hotels-g1199439-Digana_Kandy_District_Central_Province-Hotels.html,Rp 1.778.918,https://www.tripadvisor.co.id/Flights-g1199439-Digana_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Kandalama,https://www.tripadvisor.co.id/Hotels-g304137-Kandalama_Central_Province-Hotels.html,Rp 4.096.118,https://www.tripadvisor.co.id/Flights-g304137-Kandalama_Central_Province-Cheap_Discount_Airfares.html,
Kalawana,https://www.tripadvisor.co.id/Hotels-g612382-Kalawana_Sabaragamuwa_Province-Hotels.html,Rp 787.876,https://www.tripadvisor.co.id/Flights-g612382-Kalawana_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 14.400.314
Katana,https://www.tripadvisor.co.id/Hotels-g946550-Katana_Western_Province-Hotels.html,Rp 511.710,https://www.tripadvisor.co.id/Flights-g946550-Katana_Western_Province-Cheap_Discount_Airfares.html,Rp 11.640.100
Giritale,https://www.tripadvisor.co.id/Hotels-g1189034-Giritale_Polonnaruwa_North_Central_Province-Hotels.html,Rp 488.858,https://www.tripadvisor.co.id/Flights-g1189034-Giritale_Polonnaruwa_North_Central_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Peradeniya,https://www.tripadvisor.co.id/Hotels-g1194819-Peradeniya_Kandy_District_Central_Province-Hotels.html,Rp 203.715,https://www.tripadvisor.co.id/Flights-g1194819-Peradeniya_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Yatiyana,https://www.tripadvisor.co.id/Hotels-g297898-Yatiyana_Western_Province-Hotels.html,Rp 906.678,https://www.tripadvisor.co.id/Flights-g297898-Yatiyana_Western_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Maskeliya,https://www.tripadvisor.co.id/Hotels-g952688-Maskeliya_Central_Province-Hotels.html,Rp 74.372,https://www.tripadvisor.co.id/Flights-g952688-Maskeliya_Central_Province-Cheap_Discount_Airfares.html,
Rajawella,https://www.tripadvisor.co.id/Hotels-g1199478-Rajawella_Kandy_District_Central_Province-Hotels.html,Rp 2.224.324,https://www.tripadvisor.co.id/Flights-g1199478-Rajawella_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Kundasale,https://www.tripadvisor.co.id/Hotels-g1199465-Kundasale_Kandy_District_Central_Province-Hotels.html,Rp 432.450,https://www.tripadvisor.co.id/Flights-g1199465-Kundasale_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Gurudeniya,https://www.tripadvisor.co.id/Hotels-g1199423-Gurudeniya_Kandy_District_Central_Province-Hotels.html,Rp 555.563,https://www.tripadvisor.co.id/Flights-g1199423-Gurudeniya_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Kadawata,https://www.tripadvisor.co.id/Hotels-g2619827-Kadawata_Western_Province-Hotels.html,Rp 355.560,https://www.tripadvisor.co.id/Flights-g2619827-Kadawata_Western_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Mahiyangana,https://www.tripadvisor.co.id/Hotels-g2091585-Mahiyangana_Uva_Province-Hotels.html,Rp 1.153.051,https://www.tripadvisor.co.id/Flights-g2091585-Mahiyangana_Uva_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
Kotmale,https://www.tripadvisor.co.id/Hotels-g1893246-Kotmale_Central_Province-Hotels.html,Rp 1.514.241,https://www.tripadvisor.co.id/Flights-g1893246-Kotmale_Central_Province-Cheap_Discount_Airfares.html,
Handessa,https://www.tripadvisor.co.id/Hotels-g1152938-Handessa_Kandy_District_Central_Province-Hotels.html,Rp 4.096.118,https://www.tripadvisor.co.id/Flights-g1152938-Handessa_Kandy_District_Central_Province-Cheap_Discount_Airfares.html,
Nugegoda,https://www.tripadvisor.co.id/Hotels-g3181345-Nugegoda_Western_Province-Hotels.html,Rp 381.823,https://www.tripadvisor.co.id/Flights-g3181345-Nugegoda_Western_Province-Cheap_Discount_Airfares.html,Rp 14.400.314
Buttala,https://www.tripadvisor.co.id/Hotels-g674583-Buttala_Uva_Province-Hotels.html,Rp 610.082,https://www.tripadvisor.co.id/Flights-g674583-Buttala_Uva_Province-Cheap_Discount_Airfares.html,Rp 8.393.110
Mawanella,https://www.tripadvisor.co.id/Hotels-g2422949-Mawanella_Sabaragamuwa_Province-Hotels.html,Rp 181.869,https://www.tripadvisor.co.id/Flights-g2422949-Mawanella_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 11.498.399
Wellawaya,https://www.tripadvisor.co.id/Hotels-g2645552-Wellawaya_Uva_Province-Hotels.html,Rp 2.302.251,https://www.tripadvisor.co.id/Flights-g2645552-Wellawaya_Uva_Province-Cheap_Discount_Airfares.html,
Northern Province,https://www.tripadvisor.co.id/Hotels-g2467801-Northern_Province-Hotels.html,Rp 261.781,https://www.tripadvisor.co.id/Flights-g2467801-Northern_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
Sabaragamuwa Province,https://www.tripadvisor.co.id/Hotels-g2467807-Sabaragamuwa_Province-Hotels.html,Rp 2.037.063,https://www.tripadvisor.co.id/Flights-g2467807-Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
North Western Province,https://www.tripadvisor.co.id/Hotels-g2467805-North_Western_Province-Hotels.html,Rp 369.687,https://www.tripadvisor.co.id/Flights-g2467805-North_Western_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
North Central Province,https://www.tripadvisor.co.id/Hotels-g2467804-North_Central_Province-Hotels.html,Rp 961.642,https://www.tripadvisor.co.id/Flights-g2467804-North_Central_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
Puttalam,https://www.tripadvisor.co.id/Hotels-g2467850-Puttalam_North_Western_Province-Hotels.html,Rp 2.666.818,https://www.tripadvisor.co.id/Flights-g2467850-Puttalam_North_Western_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
Ragama,https://www.tripadvisor.co.id/Hotels-g2674028-Ragama_Western_Province-Hotels.html,Rp 432.450,https://www.tripadvisor.co.id/Flights-g2674028-Ragama_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Battaramulla,https://www.tripadvisor.co.id/Hotels-g3343012-Battaramulla_Western_Province-Hotels.html,Rp 725.967,https://www.tripadvisor.co.id/Flights-g3343012-Battaramulla_Western_Province-Cheap_Discount_Airfares.html,Rp 14.400.314
Kuruwita,https://www.tripadvisor.co.id/Hotels-g3312576-Kuruwita_Sabaragamuwa_Province-Hotels.html,Rp 1.381.217,https://www.tripadvisor.co.id/Flights-g3312576-Kuruwita_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 14.593.899
Katunayaka,https://www.tripadvisor.co.id/Hotels-g2550421-Katunayaka_Western_Province-Hotels.html,Rp 548.748,https://www.tripadvisor.co.id/Flights-g2550421-Katunayaka_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Neluwa,https://www.tripadvisor.co.id/Hotels-g2492460-Neluwa_Galle_District_Southern_Province-Hotels.html,Rp 535.475,https://www.tripadvisor.co.id/Flights-g2492460-Neluwa_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,
Nainamadama,https://www.tripadvisor.co.id/Hotels-g2054844-Nainamadama_North_Western_Province-Hotels.html,Rp 945.479,https://www.tripadvisor.co.id/Flights-g2054844-Nainamadama_North_Western_Province-Cheap_Discount_Airfares.html,Rp 14.604.661
Embilipitiya,https://www.tripadvisor.co.id/Hotels-g2044831-Embilipitiya_Sabaragamuwa_Province-Hotels.html,Rp 414.820,https://www.tripadvisor.co.id/Flights-g2044831-Embilipitiya_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
Kiribathgoda,https://www.tripadvisor.co.id/Hotels-g1954880-Kiribathgoda_Western_Province-Hotels.html,Rp 987.716,https://www.tripadvisor.co.id/Flights-g1954880-Kiribathgoda_Western_Province-Cheap_Discount_Airfares.html,Rp 8.393.110
Kegalle,https://www.tripadvisor.co.id/Hotels-g1987470-Kegalle_Sabaragamuwa_Province-Hotels.html,Rp 471.413,https://www.tripadvisor.co.id/Flights-g1987470-Kegalle_Sabaragamuwa_Province-Cheap_Discount_Airfares.html,Rp 8.382.348
Pitiwella,https://www.tripadvisor.co.id/Hotels-g1932297-Pitiwella_Galle_District_Southern_Province-Hotels.html,Rp 1.977.062,https://www.tripadvisor.co.id/Flights-g1932297-Pitiwella_Galle_District_Southern_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Beragala,https://www.tripadvisor.co.id/Hotels-g1961272-Beragala_Uva_Province-Hotels.html,Rp 2.026.692,https://www.tripadvisor.co.id/Flights-g1961272-Beragala_Uva_Province-Cheap_Discount_Airfares.html,Rp 14.830.100
Vavuniya,https://www.tripadvisor.co.id/Hotels-g1942749-Vavuniya_Northern_Province-Hotels.html,Rp 511.858,https://www.tripadvisor.co.id/Flights-g1942749-Vavuniya_Northern_Province-Cheap_Discount_Airfares.html,Rp 11.343.099
Kelaniya,,,,
Boralesgamuwa,https://www.tripadvisor.co.id/Hotels-g3834121-Boralesgamuwa_Western_Province-Hotels.html,Rp 489.340,https://www.tripadvisor.co.id/Flights-g3834121-Boralesgamuwa_Western_Province-Cheap_Discount_Airfares.html,Rp 11.968.421
Pamunugama,https://www.tripadvisor.co.id/Hotels-g6528501-Pamunugama_Western_Province-Hotels.html,Rp 1.067.652,https://www.tripadvisor.co.id/Flights-g6528501-Pamunugama_Western_Province-Cheap_Discount_Airfares.html,Rp 8.451.066
Ja Ela,https://www.tripadvisor.co.id/Hotels-g3701972-Ja_Ela_Gampaha_Western_Province-Hotels.html,Rp 520.601,https://www.tripadvisor.co.id/Flights-g3701972-Ja_Ela_Gampaha_Western_Province-Cheap_Discount_Airfares.html,Rp 8.451.100
Kotte,https://www.tripadvisor.co.id/Hotels-g3723942-Kotte_Western_Province-Hotels.html,Rp 556.007,https://www.tripadvisor.co.id/Flights-g3723942-Kotte_Western_Province-Cheap_Discount_Airfares.html,
Monaragala,https://www.tripadvisor.co.id/Hotels-g4431109-Monaragala_Uva_Province-Hotels.html,Rp 188.595,https://www.tripadvisor.co.id/Flights-g4431109-Monaragala_Uva_Province-Cheap_Discount_Airfares.html,Rp 24.116.612
