,Country Name,Travel Destination,Location,Review Count
1573,China,Xuyi County,"Jiangsu, Cina",64 ulasan dan opini
1574,China,Zijin County,"Guangdong, Cina",64 ulasan dan opini
1575,China,Chao'an County,"Guangdong, Cina",62 ulasan dan opini
1576,China,Qingxin County,"Guangdong, Cina",193 ulasan dan opini
1577,China,Pan'an County,"Zhejiang, Cina",54 ulasan dan opini
1578,China,Nanjing County,"Fujian, Cina",570 ulasan dan opini
1579,China,Leting County,"Hebei, Cina",85 ulasan dan opini
1580,China,Funing County,"Hebei, Cina",127 ulasan dan opini
1581,China,Yizhang County,"Hunan, Cina",110 ulasan dan opini
1582,China,Pi County,"Sichuan, Cina",128 ulasan dan opini
1583,China,Deqing County,"Guangdong, Cina",152 ulasan dan opini
1584,China,Yunyang County,"Kawasan Chongqing, Cina",50 ulasan dan opini
1585,China,Luoping County,"Yunnan, Cina",173 ulasan dan opini
1586,China,Shuyang County,"Jiangsu, Cina",76 ulasan dan opini
1587,China,Yishui County,"Shandong, Cina",243 ulasan dan opini
1588,China,Dehua County,"Fujian, Cina",65 ulasan dan opini
1589,China,Ji County,"Shanxi, Cina",246 ulasan dan opini
1590,China,Chengjiang County,"Yunnan, Cina",523 ulasan dan opini
1591,China,Songyang County,"Zhejiang, Cina",48 ulasan dan opini
1592,China,Nanchang County,"Jiangxi, Cina",58 ulasan dan opini
1593,China,Dalate Qi,"Inner Mongolia, Cina",88 ulasan dan opini
1594,China,Dapu County,"Guangdong, Cina",29 ulasan dan opini
1595,China,Pu'er,"Yunnan, Cina",107 ulasan dan opini
1596,China,Quzhou,"Zhejiang, Cina",521 ulasan dan opini
1597,China,Zigong,"Sichuan, Cina",499 ulasan dan opini
1598,China,Xinxiang,"Henan, Cina",595 ulasan dan opini
1599,China,Jingmen,"Hubei, Cina",270 ulasan dan opini
1600,China,Yuncheng,"Shanxi, Cina",569 ulasan dan opini
1601,China,Hengyang,"Hunan, Cina",1.468 ulasan dan opini
1602,China,Jingzhou,"Hubei, Cina",851 ulasan dan opini
1603,China,Huainan,"Anhui, Cina",363 ulasan dan opini
1604,China,Jinggangshan,"Jiangxi, Cina",385 ulasan dan opini
1605,China,Guangxi Zhuang,Cina,101.799 ulasan dan opini
1606,China,Guizhou,Cina,19.669 ulasan dan opini
1607,China,Henan,Cina,36.910 ulasan dan opini
1608,China,Heilongjiang,Cina,38.681 ulasan dan opini
1609,China,Chaoyang,"Liaoning, Cina",174 ulasan dan opini
1610,China,Jilin,Cina,21.618 ulasan dan opini
1611,China,Gansu,Cina,15.286 ulasan dan opini
1612,China,Zhejiang,Cina,199.899 ulasan dan opini
1613,China,Guangrao County,"Shandong, Cina",68 ulasan dan opini
1614,China,Anyuan County,"Jiangxi, Cina",14 ulasan dan opini
1615,China,Jiexi County,"Guangdong, Cina",21 ulasan dan opini
1616,China,Enping,"Guangdong, Cina",118 ulasan dan opini
1617,China,Jimo,"Shandong, Cina",430 ulasan dan opini
1618,China,Rongcheng,"Shandong, Cina",402 ulasan dan opini
1619,China,Ji County,"Kawasan Tianjin, Cina",539 ulasan dan opini
1620,China,Fogang County,"Guangdong, Cina",263 ulasan dan opini
1621,China,Fusong County,"Jilin, Cina",1.418 ulasan dan opini
1622,China,Qionghai,"Hainan, Cina",939 ulasan dan opini
1623,China,Jiangsu,Cina,206.450 ulasan dan opini
1624,China,Cangzhou,"Hebei, Cina",558 ulasan dan opini
1625,China,Fushun,"Liaoning, Cina",349 ulasan dan opini
1626,China,Lin'an,"Zhejiang, Cina",799 ulasan dan opini
1627,China,Fuyang,"Zhejiang, Cina",431 ulasan dan opini
1628,China,Qionghai,"Hainan, Cina",939 ulasan dan opini
1629,China,Fogang County,"Guangdong, Cina",263 ulasan dan opini
1630,China,Danyang,"Jiangsu, Cina",234 ulasan dan opini
1631,China,Enping,"Guangdong, Cina",118 ulasan dan opini
1632,China,Jimo,"Shandong, Cina",430 ulasan dan opini
1633,China,Rongcheng,"Shandong, Cina",402 ulasan dan opini
1634,China,Yueqing,"Zhejiang, Cina",817 ulasan dan opini
1635,China,Yuyao,"Zhejiang, Cina",649 ulasan dan opini
1636,China,Fusong County,"Jilin, Cina",1.418 ulasan dan opini
1637,China,Taizhou,"Jiangsu, Cina",729 ulasan dan opini
1638,China,Liyang,"Jiangsu, Cina",960 ulasan dan opini
1639,China,Jiangsu,Cina,206.450 ulasan dan opini
1640,China,Fujian,Cina,104.127 ulasan dan opini
1641,China,Sichuan,Cina,166.479 ulasan dan opini
1642,China,Yuanyang County,"Honghe Hani and Yi Autonomous Prefecture, Cina",997 ulasan dan opini
1643,China,Liuzhou,"Guangxi Zhuang, Cina",1.528 ulasan dan opini
1644,China,Kaili,"Qiandongnan Miao and Dong Autonomous Prefecture, Cina",391 ulasan dan opini
1645,China,Xingyi,"Qianxinan Buyei and Miao Autonomous Prefecture, Cina",250 ulasan dan opini
1646,China,Burqin County,"Xinjiang Uygur, Cina",739 ulasan dan opini
1647,China,Xichang,"Liangshan Yi Autonomous Prefecture, Cina",936 ulasan dan opini
1648,China,Yulin,"Guangxi Zhuang, Cina",619 ulasan dan opini
1649,China,Wenshan County,"Wenshan Zhuang and Miao Autonomous Prefecture, Cina",61 ulasan dan opini
1650,China,Libo County,"Qiannan Buyei and Miao Autonomous Prefecture, Cina",392 ulasan dan opini
1651,China,Ulanhot,"Hinggan League, Cina",87 ulasan dan opini
1652,China,Aershan,"Hinggan League, Cina",154 ulasan dan opini
1653,China,Karamay,"Xinjiang Uygur, Cina",227 ulasan dan opini
1654,China,Erenhot,"Xilingol League, Cina",60 ulasan dan opini
1655,China,Baise,"Guangxi Zhuang, Cina",123 ulasan dan opini
1656,China,Hezhou,"Guangxi Zhuang, Cina",235 ulasan dan opini
1657,China,Qinzhou,"Guangxi Zhuang, Cina",283 ulasan dan opini
1658,China,Guigang,"Guangxi Zhuang, Cina",136 ulasan dan opini
1659,China,Laibin,"Guangxi Zhuang, Cina",51 ulasan dan opini
1660,China,Hechi,"Guangxi Zhuang, Cina",67 ulasan dan opini
1661,China,Chongzuo,"Guangxi Zhuang, Cina",35 ulasan dan opini
1662,China,Fangchenggang,"Guangxi Zhuang, Cina",102 ulasan dan opini
1663,China,Shihezi,"Xinjiang Uygur, Cina",97 ulasan dan opini
1664,China,Ulanhot,"Hinggan League, Cina",87 ulasan dan opini
1665,China,Xilinhot,"Xilingol League, Cina",197 ulasan dan opini
1666,China,Aershan,"Hinggan League, Cina",154 ulasan dan opini
1667,China,Deqin County,"Diqing Tibetan Autonomous Prefecture, Cina",1.151 ulasan dan opini
1668,China,Longjing,"Yanbian Korean Autonomous Prefecture, Cina",6 ulasan dan opini
1669,China,Dunhua,"Yanbian Korean Autonomous Prefecture, Cina",54 ulasan dan opini
1670,China,Congjiang County,"Qiandongnan Miao and Dong Autonomous Prefecture, Cina",47 ulasan dan opini
1671,China,Zhaoping County,"Guangxi Zhuang, Cina",88 ulasan dan opini
1672,China,Yanyuan County,"Liangshan Yi Autonomous Prefecture, Cina",60 ulasan dan opini
1673,China,Ruili,"Dehong Dai and Jingpo Autonomous Prefecture, Cina",138 ulasan dan opini
1674,China,Sanjiang,"Guangxi Zhuang, Cina",293 ulasan dan opini
1675,China,Daxin County,"Guangxi Zhuang, Cina",318 ulasan dan opini
1676,China,Enshi,"Enshi Tujia and Miao Autonomous Prefecture, Cina",484 ulasan dan opini
1677,China,Tacheng,"Xinjiang Uygur, Cina",48 ulasan dan opini
1678,China,Mengzi,"Honghe Hani and Yi Autonomous Prefecture, Cina",151 ulasan dan opini
1679,China,Wenchuan County,"Ngawa Tibetan and Qiang Autonomous Prefecture, Cina",105 ulasan dan opini
1680,China,Linxia,"Linxia Hui Autonomous Prefecture, Cina",37 ulasan dan opini
1681,China,Hezuo,"Gannan Tibetan Autonomous Prefecture, Cina",31 ulasan dan opini
1682,China,Chuxiong,"Chuxiong Yi Autonomous Prefecture, Cina",259 ulasan dan opini
1683,China,Mangshi,"Dehong Dai and Jingpo Autonomous Prefecture, Cina",118 ulasan dan opini
1684,China,Kuitun,"Ili Kazakh Autonomous Prefecture, Cina",65 ulasan dan opini
1685,China,Aletai,"Xinjiang Uygur, Cina",176 ulasan dan opini
1686,China,Fukang,"Changji Hui Autonomous Prefecture, Cina",134 ulasan dan opini
1687,China,Duyun,"Qiannan Buyei and Miao Autonomous Prefecture, Cina",78 ulasan dan opini
1688,China,Jishou,"Xiangxi Tujia and Miao Autonomous Prefecture, Cina",260 ulasan dan opini
1689,China,Dongxing,"Guangxi Zhuang, Cina",59 ulasan dan opini
1690,China,Lichuan,"Enshi Tujia and Miao Autonomous Prefecture, Cina",101 ulasan dan opini
1691,China,Luqu County,"Gannan Tibetan Autonomous Prefecture, Cina",257 ulasan dan opini
1692,China,Luding County,"Garzê Tibetan Autonomous Prefecture, Cina",402 ulasan dan opini
1693,China,Mao County,"Ngawa Tibetan and Qiang Autonomous Prefecture, Cina",126 ulasan dan opini
1694,China,Xichang,"Liangshan Yi Autonomous Prefecture, Cina",936 ulasan dan opini
1695,China,Yulin,"Guangxi Zhuang, Cina",619 ulasan dan opini
1696,China,Aksu,"Xinjiang Uygur, Cina",135 ulasan dan opini
1697,China,Korla,"Bayingolin Mongol Autonomous Prefecture, Cina",313 ulasan dan opini
1698,China,Golmud,"Haixi Mongol and Tibetan Autonomous Prefecture, Cina",188 ulasan dan opini
1699,China,Tongren County,"Huangnan Tibetan Autonomous Prefecture, Cina",56 ulasan dan opini
1700,China,Hami,"Xinjiang Uygur, Cina",168 ulasan dan opini
1701,China,Kangding County,"Garzê Tibetan Autonomous Prefecture, Cina",794 ulasan dan opini
1702,China,Wuzhou,"Guangxi Zhuang, Cina",342 ulasan dan opini
1703,China,Wenshan County,"Wenshan Zhuang and Miao Autonomous Prefecture, Cina",61 ulasan dan opini
1704,China,Libo County,"Qiannan Buyei and Miao Autonomous Prefecture, Cina",392 ulasan dan opini
1705,China,Leishan County,"Qiandongnan Miao and Dong Autonomous Prefecture, Cina",268 ulasan dan opini
1706,China,Bama County,"Guangxi Zhuang, Cina",78 ulasan dan opini
1707,China,Ejina Qi,"Alxa League, Cina",55 ulasan dan opini
1708,China,Mile,"Honghe Hani and Yi Autonomous Prefecture, Cina",320 ulasan dan opini
1709,China,Ganzi County,"Garzê Tibetan Autonomous Prefecture, Cina",34 ulasan dan opini
1710,China,Xing'an County,"Guangxi Zhuang, Cina",324 ulasan dan opini
1711,China,Dunhua,"Yanbian Korean Autonomous Prefecture, Cina",54 ulasan dan opini
1712,China,Luding County,"Garzê Tibetan Autonomous Prefecture, Cina",402 ulasan dan opini
1713,China,Mengzi,"Honghe Hani and Yi Autonomous Prefecture, Cina",151 ulasan dan opini
1714,China,Mao County,"Ngawa Tibetan and Qiang Autonomous Prefecture, Cina",126 ulasan dan opini
1715,China,Ruili,"Dehong Dai and Jingpo Autonomous Prefecture, Cina",138 ulasan dan opini
1716,China,Kuqa County,"Xinjiang Uygur, Cina",246 ulasan dan opini
1717,China,Tashkurgan County,"Xinjiang Uygur, Cina",222 ulasan dan opini
1718,China,Hotan,"Xinjiang Uygur, Cina",176 ulasan dan opini
1719,China,Jianshui County,"Honghe Hani and Yi Autonomous Prefecture, Cina",739 ulasan dan opini
1720,China,Yushu County,"Yushu Tibetan Autonomous Prefecture, Cina",59 ulasan dan opini
1721,China,Xiahe County,"Gannan Tibetan Autonomous Prefecture, Cina",915 ulasan dan opini
1722,China,Tongren County,"Huangnan Tibetan Autonomous Prefecture, Cina",56 ulasan dan opini
1723,China,Hami,"Xinjiang Uygur, Cina",168 ulasan dan opini
1724,China,Yining,"Ili Kazakh Autonomous Prefecture, Cina",160 ulasan dan opini
1725,China,Qiubei County,"Wenshan Zhuang and Miao Autonomous Prefecture, Cina",53 ulasan dan opini
1726,China,Qilian County,"Haibei Tibetan Autonomous Prefecture, Cina",32 ulasan dan opini
1727,China,Tacheng,"Xinjiang Uygur, Cina",48 ulasan dan opini
1728,China,Xiaojin County,"Ngawa Tibetan and Qiang Autonomous Prefecture, Cina",258 ulasan dan opini
1729,China,Antu County,"Yanbian Korean Autonomous Prefecture, Cina",258 ulasan dan opini
1730,China,Daocheng County,"Garzê Tibetan Autonomous Prefecture, Cina",684 ulasan dan opini
1731,China,Songpan County,"Ngawa Tibetan and Qiang Autonomous Prefecture, Cina",917 ulasan dan opini
1732,China,Ju County,"Shandong, Cina",41 ulasan dan opini
1733,China,Longchuan County,"Guangdong, Cina",29 ulasan dan opini
1734,China,Changhai County,"Liaoning, Cina",34 ulasan dan opini
1735,China,Jiangkou County,"Guizhou, Cina",12 ulasan dan opini
1736,China,Jintang County,"Sichuan, Cina",32 ulasan dan opini
1737,China,Yu County,"Hebei, Cina",73 ulasan dan opini
1738,China,Renhuai,"Guizhou, Cina",39 ulasan dan opini
1739,China,Yuzhou,"Henan, Cina",44 ulasan dan opini
1740,China,Guiping,"Guangxi Zhuang, Cina",43 ulasan dan opini
1741,China,Jianyang,"Sichuan, Cina",1.786 ulasan dan opini
1742,China,Dexing,"Jiangxi, Cina",22 ulasan dan opini
1743,China,Feicheng,"Shandong, Cina",69 ulasan dan opini
1744,China,Binhai County,"Jiangsu, Cina",29 ulasan dan opini
1745,China,Pulandian,"Liaoning, Cina",42 ulasan dan opini
1746,China,Qian'an,"Hebei, Cina",140 ulasan dan opini
1747,China,Daye,"Hubei, Cina",37 ulasan dan opini
1748,China,Guixi,"Jiangxi, Cina",135 ulasan dan opini
1749,China,Longhai,"Fujian, Cina",67 ulasan dan opini
1750,China,Keshiketeng Qi,"Inner Mongolia, Cina",78 ulasan dan opini
1751,China,Xiuning County,"Anhui, Cina",105 ulasan dan opini
1752,China,Minqing County,"Fujian, Cina",19 ulasan dan opini
1753,China,Xianyou County,"Fujian, Cina",49 ulasan dan opini
1754,China,Hanshou County,"Hunan, Cina",64 ulasan dan opini
1755,China,Laiyuan County,"Hebei, Cina",92 ulasan dan opini
1756,China,Hongya County,"Sichuan, Cina",74 ulasan dan opini
1757,China,Huailai County,"Hebei, Cina",49 ulasan dan opini
1758,China,Jianhu County,"Jiangsu, Cina",32 ulasan dan opini
1759,China,Yibin County,"Sichuan, Cina",6 ulasan dan opini
1760,China,Ji'an County,"Jiangxi, Cina",15 ulasan dan opini
1761,China,Feixi County,"Anhui, Cina",52 ulasan dan opini
1762,China,Suining County,"Jiangsu, Cina",40 ulasan dan opini
1763,China,China Bay Airport,,
1764,China,Guide County,"Hainan Tibetan Autonomous Prefecture, Cina",43 ulasan dan opini
1765,China,Tai'an County,"Liaoning, Cina",5 ulasan dan opini
1766,China,Wuxue,"Hubei, Cina",29 ulasan dan opini
1767,China,Lhatse County,"Tibet, Cina",14 ulasan dan opini
1768,China,Tanghai County,"Hebei, Cina",64 ulasan dan opini
1769,China,Shucheng County,"Anhui, Cina",39 ulasan dan opini
1770,China,Yongxiu County,"Jiangxi, Cina",87 ulasan dan opini
1771,China,Yinan County,"Shandong, Cina",31 ulasan dan opini
1772,China,Nancheng County,"Jiangxi, Cina",11 ulasan dan opini
1773,China,Wuhe County,"Anhui, Cina",14 ulasan dan opini
1774,China,Juye County,"Shandong, Cina",33 ulasan dan opini
1775,China,Song County,"Henan, Cina",10 ulasan dan opini
1776,China,Yanling County,"Henan, Cina",24 ulasan dan opini
1777,China,Qinghe County,"Hebei, Cina",41 ulasan dan opini
1778,China,Shangrao County,"Jiangxi, Cina",24 ulasan dan opini
1779,China,Dazhu County,"Sichuan, Cina",18 ulasan dan opini
1780,China,Guangning County,"Guangdong, Cina",31 ulasan dan opini
1781,China,Luannan County,"Hebei, Cina",3 ulasan dan opini
1782,China,Fengxiang County,"Shaanxi, Cina",17 ulasan dan opini
1783,China,Hengdong County,"Hunan, Cina",21 ulasan dan opini
1784,China,Ganyu County,"Jiangsu, Cina",39 ulasan dan opini
1785,China,You County,"Hunan, Cina",45 ulasan dan opini
1786,China,Jianli County,"Hubei, Cina",46 ulasan dan opini
1787,China,Xiushui county,"Jiangxi, Cina",49 ulasan dan opini
1788,China,Pingwu County,"Sichuan, Cina",15 ulasan dan opini
1789,China,Lishui County,"Jiangsu, Cina",39 ulasan dan opini
1790,China,Qingyun County,"Shandong, Cina",13 ulasan dan opini
1791,China,Yichuan County,"Henan, Cina",150 ulasan dan opini
1792,China,Gaoqing County,"Shandong, Cina",7 ulasan dan opini
1793,China,Daying County,"Sichuan, Cina",51 ulasan dan opini
1794,China,Zhouzhi County,"Shaanxi, Cina",44 ulasan dan opini
1795,China,Hongdong County,"Shanxi, Cina",41 ulasan dan opini
1796,China,Linyi County,"Shandong, Cina",15 ulasan dan opini
1797,China,Hejiang County,"Sichuan, Cina",20 ulasan dan opini
1798,China,Hengshan County,"Hunan, Cina",59 ulasan dan opini
1799,China,Taojiang County,"Hunan, Cina",70 ulasan dan opini
1800,China,Anfu County,"Jiangxi, Cina",7 ulasan dan opini
1801,China,Ninghe County,"Kawasan Tianjin, Cina",49 ulasan dan opini
1802,China,Tongshan County,"Jiangsu, Cina",7 ulasan dan opini
1803,China,Mizhi County,"Shaanxi, Cina",14 ulasan dan opini
1804,China,Fanchang County,"Anhui, Cina",18 ulasan dan opini
1805,China,Cili County,"Hunan, Cina",80 ulasan dan opini
1806,China,Fufeng County,"Shaanxi, Cina",198 ulasan dan opini
1807,China,Xingshan County,"Hubei, Cina",27 ulasan dan opini
1808,China,Taihu County,"Anhui, Cina",9 ulasan dan opini
1809,China,Jiangchuan County,"Yunnan, Cina",44 ulasan dan opini
1810,China,Hukou County,"Jiangxi, Cina",13 ulasan dan opini
1811,China,Xiong County,"Hebei, Cina",26 ulasan dan opini
1812,China,Jiang' an County,"Sichuan, Cina",7 ulasan dan opini
1813,China,Qianguo County,"Jilin, Cina",38 ulasan dan opini
1814,China,Hongze County,"Jiangsu, Cina",24 ulasan dan opini
1815,China,Mengyin County,"Shandong, Cina",54 ulasan dan opini
1816,China,Pingyi County,"Shandong, Cina",45 ulasan dan opini
1817,China,Junan County,"Shandong, Cina",21 ulasan dan opini
1818,China,Eryuan County,"Yunnan, Cina",98 ulasan dan opini
1819,China,Raoping County,"Guangdong, Cina",29 ulasan dan opini
1820,China,Lichuan County,"Jiangxi, Cina",15 ulasan dan opini
1821,China,Xinjian County,"Jiangxi, Cina",20 ulasan dan opini
1822,China,Tianquan County,"Sichuan, Cina",25 ulasan dan opini
1823,China,Ziyun County,"Guizhou, Cina",13 ulasan dan opini
1824,China,Baoxing County,"Sichuan, Cina",4 ulasan dan opini
1825,China,Wanzai County,"Jiangxi, Cina",5 ulasan dan opini
1826,China,Neixiang County,"Henan, Cina",26 ulasan dan opini
1827,China,Kenli County,"Shandong, Cina",10 ulasan dan opini
1828,China,Neixiang County,"Henan, Cina",26 ulasan dan opini
1829,China,Qingyuan County,"Liaoning, Cina",23 ulasan dan opini
1830,China,Yueyang County,"Hunan, Cina",62 ulasan dan opini
1831,China,Pingwu County,"Sichuan, Cina",15 ulasan dan opini
1832,China,Lishui County,"Jiangsu, Cina",39 ulasan dan opini
1833,China,Qingyun County,"Shandong, Cina",13 ulasan dan opini
1834,China,Tancheng County,"Shandong, Cina",8 ulasan dan opini
1835,China,Anyue County,"Sichuan, Cina",27 ulasan dan opini
1836,China,Longhui County,"Hunan, Cina",76 ulasan dan opini
1837,China,Linshu County,"Shandong, Cina",13 ulasan dan opini
1838,China,Wulian County,"Shandong, Cina",47 ulasan dan opini
1839,China,Xushui County,"Hebei, Cina",21 ulasan dan opini
1840,China,Shucheng County,"Anhui, Cina",39 ulasan dan opini
1841,China,Yongxiu County,"Jiangxi, Cina",87 ulasan dan opini
1842,China,De'an County,"Jiangxi, Cina",9 ulasan dan opini
1843,China,Wuning County,"Jiangxi, Cina",24 ulasan dan opini
1844,China,Santai County,"Sichuan, Cina",33 ulasan dan opini
1845,China,Taikang County,"Henan, Cina",7 ulasan dan opini
1846,China,Xingguo County,"Jiangxi, Cina",24 ulasan dan opini
1847,China,Anyang County,"Henan, Cina",12 ulasan dan opini
1848,China,Shitai County,"Anhui, Cina",63 ulasan dan opini
1849,China,Dai County,"Shanxi, Cina",38 ulasan dan opini
1850,China,Qi County,"Shanxi, Cina",31 ulasan dan opini
1851,China,Wengyuan County,"Guangdong, Cina",18 ulasan dan opini
1852,China,Shan County,"Shandong, Cina",14 ulasan dan opini
1853,China,Liangshan County,"Shandong, Cina",51 ulasan dan opini
1854,China,Hengshan County,"Hunan, Cina",59 ulasan dan opini
1855,China,Taojiang County,"Hunan, Cina",70 ulasan dan opini
1856,China,Xinning County,"Hunan, Cina",87 ulasan dan opini
1857,China,Ruicheng County,"Shanxi, Cina",20 ulasan dan opini
1858,China,Taikang County,"Henan, Cina",7 ulasan dan opini
1859,China,Shan County,"Shandong, Cina",14 ulasan dan opini
1860,China,Liangshan County,"Shandong, Cina",51 ulasan dan opini
1861,China,Anyang County,"Henan, Cina",12 ulasan dan opini
1862,China,Shitai County,"Anhui, Cina",63 ulasan dan opini
1863,China,Renshou County,"Sichuan, Cina",16 ulasan dan opini
1864,China,Tongliang County,"Kawasan Chongqing, Cina",25 ulasan dan opini
1865,China,Tongnan County,"Kawasan Chongqing, Cina",16 ulasan dan opini
1866,China,Jingtai County,"Gansu, Cina",49 ulasan dan opini
1867,China,Huinan County,"Jilin, Cina",20 ulasan dan opini
1868,China,Pei County,"Jiangsu, Cina",35 ulasan dan opini
1869,China,Sinan County,"Guizhou, Cina",7 ulasan dan opini
1870,China,Xinxiang County,"Henan, Cina",5 ulasan dan opini
1871,China,Dancheng County,"Henan, Cina",6 ulasan dan opini
1872,China,Wuwei County,"Anhui, Cina",24 ulasan dan opini
1873,China,Zouping County,"Shandong, Cina",62 ulasan dan opini
1874,China,Pingyuan County,"Shandong, Cina",6 ulasan dan opini
1875,China,Gaotang County,"Shandong, Cina",29 ulasan dan opini
1876,China,Xin County,"Henan, Cina",9 ulasan dan opini
1877,China,Guzhen County,"Anhui, Cina",7 ulasan dan opini
1878,China,Shangyou County,"Jiangxi, Cina",27 ulasan dan opini
1879,China,Qamdo County,"Tibet, Cina",14 ulasan dan opini
1880,China,Shimen County,"Hunan, Cina",25 ulasan dan opini
1881,China,Zigui County,"Hubei, Cina",45 ulasan dan opini
1882,China,Xinfeng County,"Jiangxi, Cina",17 ulasan dan opini
1883,China,Pucheng County,"Fujian, Cina",23 ulasan dan opini
1884,China,Yuanyang County,"Henan, Cina",3 ulasan dan opini
1885,China,Qianwei County,"Sichuan, Cina",26 ulasan dan opini
1886,China,Guan County,"Shandong, Cina",19 ulasan dan opini
1887,China,Yunan County,"Guangdong, Cina",12 ulasan dan opini
1888,China,Tai'an County,"Liaoning, Cina",5 ulasan dan opini
1889,China,Qingyang,"Gansu, Cina",70 ulasan dan opini
1890,China,Dingxi,"Gansu, Cina",25 ulasan dan opini
1891,China,Pucheng County,"Fujian, Cina",23 ulasan dan opini
1892,China,Yuanyang County,"Henan, Cina",3 ulasan dan opini
1893,China,Shuangyashan,"Heilongjiang, Cina",38 ulasan dan opini
1894,China,Fengjie County,"Kawasan Chongqing, Cina",144 ulasan dan opini
1895,China,Wuxue,"Hubei, Cina",29 ulasan dan opini
1896,China,An County,"Sichuan, Cina",29 ulasan dan opini
1897,China,Lhatse County,"Tibet, Cina",14 ulasan dan opini
1898,China,Tanghai County,"Hebei, Cina",64 ulasan dan opini
1899,China,Pingnan County,"Fujian, Cina",129 ulasan dan opini
1900,China,Zitong County,"Sichuan, Cina",16 ulasan dan opini
1901,China,Huanren County,"Liaoning, Cina",30 ulasan dan opini
1902,China,Zanhuang County,"Hebei, Cina",12 ulasan dan opini
1903,China,Guangfeng County,"Jiangxi, Cina",16 ulasan dan opini
1904,China,Yangdong County,"Guangdong, Cina",19 ulasan dan opini
1905,China,Linqu County,"Shandong, Cina",55 ulasan dan opini
1906,China,Changle County,"Shandong, Cina",27 ulasan dan opini
1907,China,Zhaodong,"Heilongjiang, Cina",12 ulasan dan opini
1908,China,Yuanping,"Shanxi, Cina",43 ulasan dan opini
1909,China,Hejin,"Shanxi, Cina",39 ulasan dan opini
1910,China,Houma,"Shanxi, Cina",35 ulasan dan opini
1911,China,Xiaoyi,"Shanxi, Cina",33 ulasan dan opini
1912,China,Lingyuan,"Liaoning, Cina",9 ulasan dan opini
1913,China,Jiutai,"Jilin, Cina",11 ulasan dan opini
1914,China,Dong'e County,"Shandong, Cina",10 ulasan dan opini
1915,China,Yuanshi County,"Hebei, Cina",1 ulasan dan opini
1916,China,Sihong county,"Jiangsu, Cina",32 ulasan dan opini
1917,China,Yongnian County,"Hebei, Cina",14 ulasan dan opini
1918,China,Gaoling County,"Shaanxi, Cina",7 ulasan dan opini
1919,China,Dachang County,"Hebei, Cina",29 ulasan dan opini
1920,China,Xiangyin County,"Hunan, Cina",23 ulasan dan opini
1921,China,Shandan County,"Gansu, Cina",10 ulasan dan opini
1922,China,Huating County,"Gansu, Cina",6 ulasan dan opini
1923,China,Huining County,"Gansu, Cina",9 ulasan dan opini
1924,China,Longxi County,"Gansu, Cina",15 ulasan dan opini
1925,China,Xiyang County,"Shanxi, Cina",15 ulasan dan opini
1926,China,Jianning County,"Fujian, Cina",20 ulasan dan opini
1927,China,Zhao'an County,"Fujian, Cina",21 ulasan dan opini
1928,China,Jiangle County,"Fujian, Cina",22 ulasan dan opini
1929,China,Dangchang County,"Gansu, Cina",10 ulasan dan opini
1930,China,Guanling County,"Guizhou, Cina",6 ulasan dan opini
1931,China,Tongzi County,"Guizhou, Cina",17 ulasan dan opini
1932,China,Qianxi County,"Guizhou, Cina",7 ulasan dan opini
1933,China,Zixi County,"Jiangxi, Cina",8 ulasan dan opini
1934,China,Dafang County,"Guizhou, Cina",13 ulasan dan opini
1935,China,Luxi County,"Jiangxi, Cina",66 ulasan dan opini
1936,China,Ningdu County,"Jiangxi, Cina",15 ulasan dan opini
1937,China,Chongyi County,"Jiangxi, Cina",9 ulasan dan opini
1938,China,Xifeng County,"Guizhou, Cina",8 ulasan dan opini
1939,China,Zunyi County,"Guizhou, Cina",10 ulasan dan opini
1940,China,Jiayin County,"Heilongjiang, Cina",11 ulasan dan opini
1941,China,Yanchi County,"Ningxia, Cina",2 ulasan dan opini
1942,China,Bin County,"Heilongjiang, Cina",18 ulasan dan opini
1943,China,Lushi County,"Henan, Cina",11 ulasan dan opini
1944,China,Changtai County,"Fujian, Cina",30 ulasan dan opini
1945,China,Linshui County,"Sichuan, Cina",28 ulasan dan opini
1946,China,Shangcheng County,"Henan, Cina",13 ulasan dan opini
1947,China,Nanzhao County,"Henan, Cina",10 ulasan dan opini
1948,China,Guoyang County,"Anhui, Cina",18 ulasan dan opini
1949,China,Jingde County,"Anhui, Cina",6 ulasan dan opini
1950,China,Shou County,"Anhui, Cina",30 ulasan dan opini
1951,China,Hanshan County,"Anhui, Cina",6 ulasan dan opini
1952,China,Zhongmu County,"Henan, Cina",6 ulasan dan opini
1953,China,Yucheng County,"Henan, Cina",4 ulasan dan opini
1954,China,Zhecheng County,"Henan, Cina",3 ulasan dan opini
1955,China,De'an County,"Jiangxi, Cina",9 ulasan dan opini
1956,China,Qiyang County,"Hunan, Cina",68 ulasan dan opini
1957,China,Mei County,"Shaanxi, Cina",83 ulasan dan opini
1958,China,Pingluo County,"Ningxia, Cina",129 ulasan dan opini
1959,China,Zhenping County,"Henan, Cina",11 ulasan dan opini
1960,China,Xinning County,"Hunan, Cina",87 ulasan dan opini
1961,China,Ruicheng County,"Shanxi, Cina",20 ulasan dan opini
1962,China,Dai County,"Shanxi, Cina",38 ulasan dan opini
1963,China,Tongliang County,"Kawasan Chongqing, Cina",25 ulasan dan opini
1964,China,Tongnan County,"Kawasan Chongqing, Cina",16 ulasan dan opini
