Travel Destination,Checking,Things to Do,Country Name,Location,Review Count
Mysore,Mysore,"['Pemandangan & Tengara (39)', 'Tempat Belanja (31)', 'Tur (26)', 'Spa & Kebugaran (25)', 'Aktivitas Luar Ruangan (25)', 'Museum (20)', 'Wisata Alam & Taman (17)', 'Kursus & Sanggar (11)', 'Hiburan & Permainan (11)', 'Transportasi (10)', 'Makanan & Minuman (7)', 'Kebun Binatang & Akuarium (4)', 'Taman Air & Taman Hiburan (3)', 'Hiburan malam (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Lihat semua', 'Harga terjangkau (55)', 'Masuk Gratis (50)', 'Cocok untuk Anak-Anak (39)', 'Cocok untuk Kelompok Besar (31)', 'Bagus Saat Hujan (27)', 'Cocok untuk Pasangan (16)', 'Tempat yang Belum Populer (4)', 'Lokasi bulan madu (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",India,"Mysore District, India",78823
Matheran,Matheran,"['Pemandangan & Tengara (16)', 'Wisata Alam & Taman (5)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (21)', 'Harga terjangkau (17)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (11)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Bagus Saat Hujan (4)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",India,"Raigad District, India",9008
Kodagu (Coorg),Kodagu (Coorg),"['Wisata Alam & Taman (26)', 'Pemandangan & Tengara (19)', 'Aktivitas Luar Ruangan (17)', 'Tur (13)', 'Tempat Belanja (5)', 'Museum (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Makanan & Minuman (2)', 'Spa & Kebugaran (2)', 'Transportasi (1)', 'Harga terjangkau (32)', 'Cocok untuk Kelompok Besar (32)', 'Cocok untuk Anak-Anak (26)', 'Masuk Gratis (25)', 'Cocok untuk Penggemar Aktivitas Ekstrem (13)', 'Berjiwa petualang (8)', 'Cocok untuk Pasangan (7)', 'Bagus Saat Hujan (3)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (2)']",India,"Karnataka, India",63867
Dharamsala,Dharamsala,"['Pemandangan & Tengara (34)', 'Tur (30)', 'Aktivitas Luar Ruangan (30)', 'Spa & Kebugaran (28)', 'Kursus & Sanggar (13)', 'Tempat Belanja (11)', 'Transportasi (10)', 'Makanan & Minuman (7)', 'Hiburan & Permainan (7)', 'Tur dengan Perahu & Olahraga Air (5)', 'Wisata Alam & Taman (5)', 'Museum (4)', 'Konser & Pertunjukan (2)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (45)', 'Bagus Saat Hujan (33)', 'Masuk Gratis (31)', 'Cocok untuk Kelompok Besar (25)', 'Cocok untuk Anak-Anak (23)', 'Cocok untuk Pasangan (12)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (5)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (2)']",India,"Kangra District, India",44941
Alibaug,Alibaug,"['Wisata Alam & Taman (11)', 'Pemandangan & Tengara (10)', 'Aktivitas Luar Ruangan (9)', 'Tempat Belanja (3)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Masuk Gratis (13)', 'Cocok untuk Kelompok Besar (12)', 'Harga terjangkau (9)', 'Cocok untuk Anak-Anak (9)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Bagus Saat Hujan (2)']",India,"Raigad District, India",11114
Yercaud,Yercaud,"['Pemandangan & Tengara (15)', 'Wisata Alam & Taman (8)', 'Aktivitas Luar Ruangan (5)', 'Tur (4)', 'Tempat Belanja (2)', 'Spa & Kebugaran (2)', 'Hiburan & Permainan (2)', 'Makanan & Minuman (1)', 'Cocok untuk Anak-Anak (18)', 'Harga terjangkau (17)', 'Cocok untuk Kelompok Besar (13)', 'Masuk Gratis (11)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Cocok untuk Pasangan (4)', 'Lokasi bulan madu (4)', 'Berjiwa petualang (3)', 'Bagus Saat Hujan (2)', 'Tempat yang Belum Populer (1)']",India,"Salem District, India",17308
Shirdi,Shirdi,"['Pemandangan & Tengara (19)', 'Transportasi (6)', 'Tur (2)', 'Museum (2)', 'Taman Air & Taman Hiburan (2)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (14)', 'Cocok untuk Kelompok Besar (14)', 'Cocok untuk Anak-Anak (13)', 'Masuk Gratis (13)', 'Bagus Saat Hujan (8)', 'Cocok untuk Pasangan (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (1)']",India,"Ahmednagar District, India",23398
Mount Abu,Mount Abu,"['Pemandangan & Tengara (19)', 'Tur (17)', 'Aktivitas Luar Ruangan (15)', 'Wisata Alam & Taman (8)', 'Transportasi (7)', 'Tempat Belanja (5)', 'Museum (2)', 'Kebun Binatang & Akuarium (1)', 'Harga terjangkau (27)', 'Cocok untuk Kelompok Besar (27)', 'Cocok untuk Anak-Anak (23)', 'Masuk Gratis (22)', 'Cocok untuk Pasangan (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Lokasi bulan madu (4)', 'Berjiwa petualang (4)', 'Bagus Saat Hujan (3)', 'Tempat yang Belum Populer (1)']",India,"Sirohi District, India",23916
Visakhapatnam,Visakhapatnam,"['Wisata Alam & Taman (26)', 'Pemandangan & Tengara (22)', 'Aktivitas Luar Ruangan (16)', 'Spa & Kebugaran (12)', 'Tempat Belanja (9)', 'Hiburan & Permainan (9)', 'Tur (6)', 'Museum (6)', 'Kebun Binatang & Akuarium (3)', 'Transportasi (3)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (38)', 'Cocok untuk Kelompok Besar (37)', 'Cocok untuk Anak-Anak (35)', 'Masuk Gratis (25)', 'Cocok untuk Pasangan (12)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)', 'Bagus Saat Hujan (11)', 'Lokasi bulan madu (4)', 'Berjiwa petualang (2)', 'Tempat yang Belum Populer (1)']",India,"Visakhapatnam District, India",41846
Tirupati,Tirupati,"['Pemandangan & Tengara (29)', 'Wisata Alam & Taman (15)', 'Museum (5)', 'Tur (2)', 'Transportasi (2)', 'Aktivitas Luar Ruangan (2)', 'Konser & Pertunjukan (1)', 'Masuk Gratis (27)', 'Cocok untuk Kelompok Besar (26)', 'Harga terjangkau (24)', 'Cocok untuk Anak-Anak (23)', 'Cocok untuk Pasangan (6)', 'Bagus Saat Hujan (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (1)']",India,"Chittoor District, India",17089
Ahmedabad,Ahmedabad,"['Pemandangan & Tengara (70)', 'Tur (60)', 'Tempat Belanja (42)', 'Aktivitas Luar Ruangan (40)', 'Hiburan & Permainan (39)', 'Transportasi (31)', 'Spa & Kebugaran (23)', 'Museum (21)', 'Wisata Alam & Taman (14)', 'Taman Air & Taman Hiburan (9)', 'Makanan & Minuman (8)', 'Tur dengan Perahu & Olahraga Air (8)', 'Kursus & Sanggar (6)', 'Konser & Pertunjukan (4)', 'Hiburan malam (2)', 'Lihat semua', 'Harga terjangkau (60)', 'Cocok untuk Anak-Anak (58)', 'Masuk Gratis (58)', 'Cocok untuk Kelompok Besar (48)', 'Bagus Saat Hujan (30)', 'Cocok untuk Pasangan (14)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (3)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (1)']",India,"Ahmedabad District, India",87671
Jodhpur,Jodhpur,"['Tur (134)', 'Tempat Belanja (108)', 'Transportasi (84)', 'Aktivitas Luar Ruangan (65)', 'Pemandangan & Tengara (42)', 'Makanan & Minuman (33)', 'Kursus & Sanggar (19)', 'Wisata Alam & Taman (18)', 'Museum (16)', 'Hiburan & Permainan (16)', 'Spa & Kebugaran (11)', 'Hiburan malam (7)', 'Tur dengan Perahu & Olahraga Air (4)', 'Kebun Binatang & Akuarium (1)', 'Harga terjangkau (82)', 'Cocok untuk Anak-Anak (67)', 'Cocok untuk Pasangan (60)', 'Cocok untuk Kelompok Besar (59)', 'Masuk Gratis (54)', 'Bagus Saat Hujan (54)', 'Lokasi bulan madu (10)', 'Tempat yang Belum Populer (10)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Berjiwa petualang (4)']",India,"Jodhpur District, India",100220
Jaisalmer,Jaisalmer,"['Tur (157)', 'Aktivitas Luar Ruangan (130)', 'Transportasi (61)', 'Tempat Belanja (57)', 'Pemandangan & Tengara (28)', 'Museum (12)', 'Makanan & Minuman (6)', 'Spa & Kebugaran (5)', 'Kursus & Sanggar (5)', 'Wisata Alam & Taman (5)', 'Hiburan & Permainan (3)', 'Hiburan malam (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Lihat semua', 'Cocok untuk Kelompok Besar (92)', 'Harga terjangkau (88)', 'Cocok untuk Pasangan (83)', 'Cocok untuk Anak-Anak (82)', 'Masuk Gratis (45)', 'Cocok untuk Penggemar Aktivitas Ekstrem (37)', 'Bagus Saat Hujan (34)', 'Berjiwa petualang (27)', 'Lokasi bulan madu (22)', 'Tempat yang Belum Populer (15)']",India,"Jaisalmer District, India",111343
Varanasi,Varanasi,"['Tur (212)', 'Aktivitas Luar Ruangan (127)', 'Tur dengan Perahu & Olahraga Air (97)', 'Tempat Belanja (95)', 'Pemandangan & Tengara (85)', 'Transportasi (68)', 'Makanan & Minuman (43)', 'Kursus & Sanggar (32)', 'Spa & Kebugaran (25)', 'Hiburan & Permainan (18)', 'Museum (13)', 'Wisata Alam & Taman (9)', 'Hiburan malam (4)', 'Kebun Binatang & Akuarium (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Harga terjangkau (110)', 'Cocok untuk Kelompok Besar (75)', 'Masuk Gratis (75)', 'Cocok untuk Anak-Anak (54)', 'Bagus Saat Hujan (53)', 'Cocok untuk Pasangan (44)', 'Tempat yang Belum Populer (26)', 'Cocok untuk Penggemar Aktivitas Ekstrem (9)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (1)']",India,"Varanasi District, India",97997
Chikamagalur,Chikamagalur,"['Wisata Alam & Taman (27)', 'Pemandangan & Tengara (23)', 'Tempat Belanja (2)', 'Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Masuk Gratis (29)', 'Harga terjangkau (26)', 'Cocok untuk Kelompok Besar (23)', 'Cocok untuk Anak-Anak (20)', 'Cocok untuk Penggemar Aktivitas Ekstrem (9)', 'Berjiwa petualang (6)', 'Cocok untuk Pasangan (4)', 'Tempat yang Belum Populer (3)', 'Bagus Saat Hujan (1)']",India,"Chikkamagaluru District, India",19409
Leh,Leh,"['Tur (126)', 'Aktivitas Luar Ruangan (110)', 'Pemandangan & Tengara (48)', 'Transportasi (26)', 'Tempat Belanja (16)', 'Wisata Alam & Taman (16)', 'Tur dengan Perahu & Olahraga Air (10)', 'Museum (7)', 'Makanan & Minuman (3)', 'Hiburan & Permainan (3)', 'Kursus & Sanggar (2)', 'Hiburan malam (1)', 'Harga terjangkau (53)', 'Cocok untuk Kelompok Besar (49)', 'Masuk Gratis (34)', 'Cocok untuk Pasangan (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (21)', 'Cocok untuk Anak-Anak (20)', 'Berjiwa petualang (13)', 'Bagus Saat Hujan (13)', 'Tempat yang Belum Populer (8)', 'Lokasi bulan madu (4)']",India,"Leh District, India",49132
Srinagar,Srinagar,"['Tur (147)', 'Aktivitas Luar Ruangan (110)', 'Transportasi (47)', 'Pemandangan & Tengara (39)', 'Tempat Belanja (27)', 'Tur dengan Perahu & Olahraga Air (25)', 'Wisata Alam & Taman (23)', 'Makanan & Minuman (7)', 'Kursus & Sanggar (3)', 'Museum (3)', 'Hiburan & Permainan (3)', 'Hiburan malam (2)', 'Spa & Kebugaran (1)', 'Sumber Informasi Wisatawan (1)', 'Cocok untuk Anak-Anak (50)', 'Cocok untuk Kelompok Besar (48)', 'Harga terjangkau (40)', 'Cocok untuk Pasangan (38)', 'Masuk Gratis (34)', 'Lokasi bulan madu (14)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Tempat yang Belum Populer (5)', 'Bagus Saat Hujan (5)', 'Berjiwa petualang (1)']",India,"Srinagar District, India",59480
Thiruvananthapuram (Trivandrum),Thiruvananthapuram (Trivandrum),"['Pemandangan & Tengara (59)', 'Tempat Belanja (32)', 'Spa & Kebugaran (32)', 'Tur (30)', 'Aktivitas Luar Ruangan (28)', 'Wisata Alam & Taman (23)', 'Transportasi (17)', 'Museum (14)', 'Hiburan & Permainan (14)', 'Tur dengan Perahu & Olahraga Air (10)', 'Kursus & Sanggar (8)', 'Makanan & Minuman (6)', 'Taman Air & Taman Hiburan (3)', 'Kebun Binatang & Akuarium (2)', 'Konser & Pertunjukan (2)', 'Lihat semua', 'Harga terjangkau (52)', 'Cocok untuk Anak-Anak (43)', 'Cocok untuk Kelompok Besar (37)', 'Masuk Gratis (36)', 'Bagus Saat Hujan (28)', 'Cocok untuk Pasangan (18)', 'Lokasi bulan madu (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Tempat yang Belum Populer (3)', 'Berjiwa petualang (2)']",India,"Thiruvananthapuram District, India",44530
McLeod Ganj,McLeod Ganj,"['Aktivitas Luar Ruangan (13)', 'Tur (12)', 'Pemandangan & Tengara (11)', 'Spa & Kebugaran (10)', 'Kursus & Sanggar (7)', 'Tempat Belanja (5)', 'Makanan & Minuman (4)', 'Wisata Alam & Taman (4)', 'Hiburan & Permainan (3)', 'Transportasi (3)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (19)', 'Masuk Gratis (15)', 'Bagus Saat Hujan (14)', 'Cocok untuk Anak-Anak (10)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Tempat yang Belum Populer (3)', 'Lokasi bulan madu (1)', 'Berjiwa petualang (1)']",India,"Dharamsala, India",26904
Madikeri,Madikeri,"['Aktivitas Luar Ruangan (9)', 'Tur (7)', 'Pemandangan & Tengara (6)', 'Tempat Belanja (4)', 'Wisata Alam & Taman (3)', 'Makanan & Minuman (2)', 'Spa & Kebugaran (2)', 'Museum (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Cocok untuk Anak-Anak (12)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (9)', 'Masuk Gratis (9)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (2)', 'Bagus Saat Hujan (2)', 'Tempat yang Belum Populer (1)']",India,"Kodagu (Coorg), India",27364
Haridwar,Haridwar,"['Pemandangan & Tengara (36)', 'Tur (32)', 'Aktivitas Luar Ruangan (23)', 'Transportasi (13)', 'Tur dengan Perahu & Olahraga Air (7)', 'Wisata Alam & Taman (6)', 'Tempat Belanja (5)', 'Spa & Kebugaran (2)', 'Hiburan & Permainan (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Kelompok Besar (27)', 'Masuk Gratis (27)', 'Harga terjangkau (21)', 'Cocok untuk Anak-Anak (18)', 'Cocok untuk Pasangan (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",India,"Haridwar District, India",20796
Alappuzha,Alappuzha,"['Aktivitas Luar Ruangan (60)', 'Tur (58)', 'Tur dengan Perahu & Olahraga Air (52)', 'Pemandangan & Tengara (29)', 'Transportasi (17)', 'Spa & Kebugaran (11)', 'Wisata Alam & Taman (11)', 'Tempat Belanja (5)', 'Makanan & Minuman (4)', 'Museum (3)', 'Hiburan & Permainan (3)', 'Hiburan malam (2)', 'Acara (2)', 'Kursus & Sanggar (1)', 'Kebun Binatang & Akuarium (1)', 'Lihat semua', 'Harga terjangkau (33)', 'Cocok untuk Anak-Anak (31)', 'Cocok untuk Kelompok Besar (27)', 'Cocok untuk Pasangan (25)', 'Masuk Gratis (18)', 'Bagus Saat Hujan (12)', 'Lokasi bulan madu (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",India,"Alappuzha District, India",38312
Gangtok,Gangtok,"['Tur (61)', 'Aktivitas Luar Ruangan (45)', 'Transportasi (29)', 'Pemandangan & Tengara (24)', 'Wisata Alam & Taman (22)', 'Tur dengan Perahu & Olahraga Air (9)', 'Tempat Belanja (5)', 'Makanan & Minuman (4)', 'Hiburan & Permainan (4)', 'Spa & Kebugaran (3)', 'Hiburan malam (2)', 'Kasino & Perjudian (2)', 'Kursus & Sanggar (1)', 'Kebun Binatang & Akuarium (1)', 'Harga terjangkau (42)', 'Cocok untuk Kelompok Besar (39)', 'Cocok untuk Anak-Anak (35)', 'Masuk Gratis (30)', 'Cocok untuk Pasangan (21)', 'Cocok untuk Penggemar Aktivitas Ekstrem (15)', 'Lokasi bulan madu (9)', 'Bagus Saat Hujan (6)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (2)']",India,"East Sikkim, India",48406
Nainital,Nainital,"['Aktivitas Luar Ruangan (18)', 'Wisata Alam & Taman (17)', 'Pemandangan & Tengara (15)', 'Tur (12)', 'Tempat Belanja (4)', 'Transportasi (4)', 'Kebun Binatang & Akuarium (2)', 'Museum (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Hiburan & Permainan (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Harga terjangkau (27)', 'Cocok untuk Anak-Anak (22)', 'Masuk Gratis (22)', 'Cocok untuk Kelompok Besar (18)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Cocok untuk Pasangan (6)', 'Lokasi bulan madu (4)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']",India,"Nainital District, India",27860
Bodh Gaya,Bodh Gaya,"['Pemandangan & Tengara (19)', 'Tur (8)', 'Transportasi (7)', 'Aktivitas Luar Ruangan (4)', 'Wisata Alam & Taman (3)', 'Museum (2)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Masuk Gratis (20)', 'Harga terjangkau (18)', 'Cocok untuk Kelompok Besar (17)', 'Cocok untuk Anak-Anak (8)', 'Bagus Saat Hujan (4)', 'Cocok untuk Pasangan (1)']",India,"Gaya District, India",7449
Jalandhar,Jalandhar,"['Pemandangan & Tengara (12)', 'Hiburan & Permainan (12)', 'Tempat Belanja (5)', 'Museum (3)', 'Taman Air & Taman Hiburan (3)', 'Konser & Pertunjukan (3)', 'Tur (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Cocok untuk Kelompok Besar (11)', 'Cocok untuk Anak-Anak (8)', 'Masuk Gratis (8)', 'Harga terjangkau (6)', 'Bagus Saat Hujan (5)', 'Cocok untuk Pasangan (2)']",India,"Jalandhar District, India",7445
Jabalpur,Jabalpur,"['Pemandangan & Tengara (17)', 'Aktivitas Luar Ruangan (8)', 'Tur (7)', 'Wisata Alam & Taman (7)', 'Transportasi (3)', 'Hiburan malam (1)', 'Tempat Belanja (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Masuk Gratis (14)', 'Harga terjangkau (13)', 'Cocok untuk Kelompok Besar (12)', 'Cocok untuk Anak-Anak (11)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Cocok untuk Pasangan (3)', 'Bagus Saat Hujan (3)', 'Lokasi bulan madu (2)', 'Berjiwa petualang (1)']",India,"Jabalpur District, India",6320
Bharatpur,Bharatpur,"['Pemandangan & Tengara (4)', 'Wisata Alam & Taman (2)', 'Tur (1)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",India,"Bharatpur District, India",6914
Badrinath,Badrinath,"['Pemandangan & Tengara (9)', 'Wisata Alam & Taman (2)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Transportasi (1)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (9)', 'Harga terjangkau (8)', 'Cocok untuk Anak-Anak (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (2)', 'Cocok untuk Pasangan (1)', 'Berjiwa petualang (1)']",India,"Chamoli District, India",1599
Kollur,Kollur,"['Pemandangan & Tengara (7)', 'Wisata Alam & Taman (3)', 'Masuk Gratis (4)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)']",India,"Udupi District, India",1687
Ladakh,Ladakh,"['Tur (135)', 'Aktivitas Luar Ruangan (122)', 'Pemandangan & Tengara (82)', 'Wisata Alam & Taman (36)', 'Transportasi (26)', 'Tempat Belanja (17)', 'Museum (13)', 'Tur dengan Perahu & Olahraga Air (10)', 'Makanan & Minuman (3)', 'Hiburan & Permainan (3)', 'Kursus & Sanggar (2)', 'Hiburan malam (1)', 'Harga terjangkau (75)', 'Cocok untuk Kelompok Besar (72)', 'Masuk Gratis (57)', 'Cocok untuk Anak-Anak (28)', 'Cocok untuk Penggemar Aktivitas Ekstrem (27)', 'Cocok untuk Pasangan (26)', 'Berjiwa petualang (18)', 'Bagus Saat Hujan (17)', 'Tempat yang Belum Populer (14)', 'Lokasi bulan madu (7)']",India,"Jammu and Kashmir, India",59883
Jammu City,Jammu City,"['Pemandangan & Tengara (24)', 'Tur (6)', 'Wisata Alam & Taman (6)', 'Tempat Belanja (4)', 'Aktivitas Luar Ruangan (4)', 'Museum (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Hiburan & Permainan (1)', 'Masuk Gratis (20)', 'Cocok untuk Kelompok Besar (17)', 'Harga terjangkau (13)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Pasangan (3)', 'Bagus Saat Hujan (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Lokasi bulan madu (1)', 'Berjiwa petualang (1)']",India,"Jammu District, India",9081
Lakshadweep,Lakshadweep,"['Wisata Alam & Taman (12)', 'Tur (5)', 'Aktivitas Luar Ruangan (5)', 'Tur dengan Perahu & Olahraga Air (4)', 'Tempat Belanja (1)', 'Kebun Binatang & Akuarium (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Cocok untuk Anak-Anak (7)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Lokasi bulan madu (3)', 'Harga terjangkau (2)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (1)']",India,India,834
Ghaziabad,Ghaziabad,"['Tur (20)', 'Tempat Belanja (18)', 'Transportasi (10)', 'Hiburan & Permainan (9)', 'Aktivitas Luar Ruangan (9)', 'Spa & Kebugaran (3)', 'Pemandangan & Tengara (3)', 'Wisata Alam & Taman (2)', 'Makanan & Minuman (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Anak-Anak (17)', 'Cocok untuk Kelompok Besar (15)', 'Harga terjangkau (13)', 'Masuk Gratis (10)', 'Bagus Saat Hujan (9)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)']",India,"Ghaziabad District, India",10106
Ramanathapuram,Ramanathapuram,"['Pemandangan & Tengara (10)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (4)', 'Cocok untuk Kelompok Besar (3)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']",India,"Ramanathapuram District, India",204
Rishop,Rishop,"['Pemandangan & Tengara (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']",India,"Kalimpong District, India",169
Angamaly,Angamaly,"['Pemandangan & Tengara (5)', 'Tur (2)', 'Transportasi (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']",India,"Kochi, India",404
Kakkanad,Kakkanad,"['Spa & Kebugaran (1)', 'Cocok untuk Pasangan (1)', 'Bagus Saat Hujan (1)']",India,"Kochi, India",956
Shimla District,Shimla District,"['Pemandangan & Tengara (52)', 'Tur (40)', 'Aktivitas Luar Ruangan (35)', 'Wisata Alam & Taman (27)', 'Transportasi (19)', 'Museum (8)', 'Tempat Belanja (4)', 'Spa & Kebugaran (4)', 'Taman Air & Taman Hiburan (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Makanan & Minuman (3)', 'Hiburan malam (2)', 'Hiburan & Permainan (2)', 'Kursus & Sanggar (1)', 'Kebun Binatang & Akuarium (1)', 'Cocok untuk Anak-Anak (44)', 'Cocok untuk Kelompok Besar (44)', 'Harga terjangkau (42)', 'Masuk Gratis (35)', 'Cocok untuk Pasangan (20)', 'Cocok untuk Penggemar Aktivitas Ekstrem (11)', 'Bagus Saat Hujan (8)', 'Lokasi bulan madu (7)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (1)']",India,"Himachal Pradesh, India",65155
Palitana,Palitana,"['Pemandangan & Tengara (6)', 'Tur (1)', 'Museum (1)', 'Transportasi (1)', 'Masuk Gratis (4)', 'Cocok untuk Kelompok Besar (3)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Bagus Saat Hujan (1)']",India,"Bhavnagar District, India",446
Burhanpur,Burhanpur,"['Pemandangan & Tengara (8)', 'Masuk Gratis (3)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",India,"Burhanpur District, India",178
